index_woodruff,index_scriptures,cosine_score,verse_title,volume_title,internal_id,parent_id,order,website_url,match_count,text_woodruff,text_scriptures,dates
4974,14400,0.78807,Judges 2:12,Old Testament,161,667.0,117,https://wilfordwoodruffpapers.org/documents/75266a32-81b0-4268-846f-4b02260ceed6/page/c9c13d1b-8db0-4814-9ed4-881e3b260a5e,1,to take away the gods of the gods of the,"other gods, of the gods of the people that were",
4974,15031,0.75141,Judges 10:6,Old Testament,161,667.0,117,https://wilfordwoodruffpapers.org/documents/75266a32-81b0-4268-846f-4b02260ceed6/page/c9c13d1b-8db0-4814-9ed4-881e3b260a5e,1,to take away the gods of the gods of the,"the gods of Syria, and the gods of Zidon, and",
4974,15032,0.84925,Judges 10:6,Old Testament,161,667.0,117,https://wilfordwoodruffpapers.org/documents/75266a32-81b0-4268-846f-4b02260ceed6/page/c9c13d1b-8db0-4814-9ed4-881e3b260a5e,1,to take away the gods of the gods of the,"the gods of Moab, and the gods of the children",
4989,23403,0.74242,2 Kings 20:13,Old Testament,161,667.0,117,https://wilfordwoodruffpapers.org/documents/75266a32-81b0-4268-846f-4b02260ceed6/page/c9c13d1b-8db0-4814-9ed4-881e3b260a5e,1,wanted all your gold silver and precious things and we,"house of his precious things, the silver, and the gold,",
4989,37296,0.74242,Isaiah 39:2,Old Testament,161,667.0,117,https://wilfordwoodruffpapers.org/documents/75266a32-81b0-4268-846f-4b02260ceed6/page/c9c13d1b-8db0-4814-9ed4-881e3b260a5e,1,wanted all your gold silver and precious things and we,"house of his precious things, the silver, and the gold,",
4989,71767,0.75713,Alma 1:29,Book of Mormon,161,667.0,117,https://wilfordwoodruffpapers.org/documents/75266a32-81b0-4268-846f-4b02260ceed6/page/c9c13d1b-8db0-4814-9ed4-881e3b260a5e,1,wanted all your gold silver and precious things and we,"and of gold, and of silver, and of precious things,",
5970,72483,0.73337,Alma 7:23,Book of Mormon,186,667.0,332,https://wilfordwoodruffpapers.org/documents/ecc5dc68-7194-47eb-835e-e12aafea7f1f/page/a37f45ce-1cf3-483e-bf6e-271c9f1f9d71,1,in keeping all of the commandments of God and in,in keeping the commandments of God at all times; asking,
5970,77213,0.70746,Alma 48:15,Book of Mormon,186,667.0,332,https://wilfordwoodruffpapers.org/documents/ecc5dc68-7194-47eb-835e-e12aafea7f1f/page/a37f45ce-1cf3-483e-bf6e-271c9f1f9d71,1,in keeping all of the commandments of God and in,if they were faithful in keeping the commandments of God,
6634,63164,0.72876,1 Nephi 1:14,Book of Mormon,207,665.0,184,https://wilfordwoodruffpapers.org/documents/267256fd-dafc-4fea-91ff-2f6cfe58cd6d/page/6a238a0e-3475-4289-b24b-47afc656ae03,1,"old, ""great and marvelous are thy works ""O LORD GOD","marvelous are thy works, O Lord God Almighty! Thy throne",1838-01-03
6634,68082,0.70985,Jacob 4:8,Book of Mormon,207,665.0,184,https://wilfordwoodruffpapers.org/documents/267256fd-dafc-4fea-91ff-2f6cfe58cd6d/page/6a238a0e-3475-4289-b24b-47afc656ae03,1,"old, ""great and marvelous are thy works ""O LORD GOD","Behold, great and marvelous are the works of the Lord.",1838-01-03
6634,90467,0.77202,Doctrine and Covenants 76:114,Doctrine and Covenants,207,665.0,184,https://wilfordwoodruffpapers.org/documents/267256fd-dafc-4fea-91ff-2f6cfe58cd6d/page/6a238a0e-3475-4289-b24b-47afc656ae03,1,"old, ""great and marvelous are thy works ""O LORD GOD","But great and marvelous are the works of the Lord,",1838-01-03
6653,28593,0.71655,Nehemiah 7:17,Old Testament,208,665.0,185,https://wilfordwoodruffpapers.org/documents/267256fd-dafc-4fea-91ff-2f6cfe58cd6d/page/ca52cb10-60da-4926-a31d-576ec0951581,1,a distance in all of two thousand three hundred and,"The children of Azgad, two thousand three hundred twenty and two.",
6921,96821,0.75539,Abraham 3:1,Pearl of Great Price,222,664.0,122,https://wilfordwoodruffpapers.org/documents/3b738c16-75b7-4cb6-a0ed-1bf682fa554e/page/18514a77-9924-4236-8538-7c348353ff09,1,the first time in my day the URIM and THUMMIM,"And I, Abraham, had the Urim and Thummim, which the",1841-12-26|1841-12-27|1841-12-28|1841-12-31
6921,97664,0.70985,Joseph Smith--History 1:59,Pearl of Great Price,222,664.0,122,https://wilfordwoodruffpapers.org/documents/3b738c16-75b7-4cb6-a0ed-1bf682fa554e/page/18514a77-9924-4236-8538-7c348353ff09,1,the first time in my day the URIM and THUMMIM,"Urim and Thummim, and the breastplate. On the twenty-second day",1841-12-26|1841-12-27|1841-12-28|1841-12-31
6968,67802,0.7562,2 Nephi 33:12,Book of Mormon,228,664.0,128,https://wilfordwoodruffpapers.org/documents/3b738c16-75b7-4cb6-a0ed-1bf682fa554e/page/b9b6935f-c8ba-445b-bebc-63154961a824,1,pray my Heavenly father in the name of Jesus Christ,And I pray the Father in the name of Christ,1842-01-01|1842-01-02
7478,60377,0.7552,2 Thessalonians 1:12,New Testament,242,663.0,242,https://wilfordwoodruffpapers.org/documents/cd075a95-f5fc-4925-8b88-bd1d6a1c0365/page/cbf3d4dd-9e4c-4da5-b977-abadcbb5b01d,1,Lord in the name of Jesus Christ that our labours,That the name of our Lord Jesus Christ may be,1840-12-27|1840-12-28
7661,89957,0.75971,Doctrine and Covenants 68:11,Doctrine and Covenants,252,663.0,252,https://wilfordwoodruffpapers.org/documents/cd075a95-f5fc-4925-8b88-bd1d6a1c0365/page/24d18008-cf78-4fb8-85a9-914fe5721af2,1,the Son of Man. What are the signs of the,"signs of the times, and the signs of the coming of the Son of Man;",
7663,97185,0.80128,Joseph Smith--Matthew 1:41,Pearl of Great Price,252,663.0,252,https://wilfordwoodruffpapers.org/documents/cd075a95-f5fc-4925-8b88-bd1d6a1c0365/page/24d18008-cf78-4fb8-85a9-914fe5721af2,1,was in the days of Lot and Noah So it,"But as it was in the days of Noah, so",
7773,66296,0.71806,2 Nephi 10:9,Book of Mormon,258,663.0,258,https://wilfordwoodruffpapers.org/documents/cd075a95-f5fc-4925-8b88-bd1d6a1c0365/page/02e9b4d5-3ce1-4e1f-beea-615922382f36,1,"become their nursing fathers and Queens their nursing mothers, they","unto them, and their queens shall become nursing mothers; wherefore,",
7876,68839,0.7651,Omni 1:13,Book of Mormon,269,665.0,9,https://wilfordwoodruffpapers.org/documents/7556bb61-d51b-49e5-a1ce-36c154f4dbab/page/a91e81f2-c745-40d4-b8eb-234730df98a4,1,to be led by the spirit of God and word,by the word of God; and they were led by,1801-03-01|1807-03-01
7885,61407,0.90837,James 1:27,New Testament,270,665.0,10,https://wilfordwoodruffpapers.org/documents/7556bb61-d51b-49e5-a1ce-36c154f4dbab/page/5e6a19b6-aff3-4833-92b7-ef4806bca527,1,pure and undefiled religion before God And I was a,Pure religion and undefiled before God and the Father is,1833-12-29
7936,64164,0.84611,1 Nephi 13:37,Book of Mormon,273,665.0,13,https://wilfordwoodruffpapers.org/documents/7556bb61-d51b-49e5-a1ce-36c154f4dbab/page/29ff9c14-debc-4430-a332-c4fea964fc3a,1,Calling and the gift of the Holy Ghost ^and power^,gift and the power of the Holy Ghost; and if,1834-01-02
7936,67476,0.79093,2 Nephi 28:26,Book of Mormon,273,665.0,13,https://wilfordwoodruffpapers.org/documents/7556bb61-d51b-49e5-a1ce-36c154f4dbab/page/29ff9c14-debc-4430-a332-c4fea964fc3a,1,Calling and the gift of the Holy Ghost ^and power^,"of men, and denieth the power of God, and the gift of the Holy Ghost!",1834-01-02
7936,89991,0.70627,Doctrine and Covenants 68:25,Doctrine and Covenants,273,665.0,13,https://wilfordwoodruffpapers.org/documents/7556bb61-d51b-49e5-a1ce-36c154f4dbab/page/29ff9c14-debc-4430-a332-c4fea964fc3a,1,Calling and the gift of the Holy Ghost ^and power^,and the gift of the Holy Ghost by the laying,1834-01-02
8067,22833,0.70686,2 Kings 13:17,Old Testament,280,665.0,20,https://wilfordwoodruffpapers.org/documents/7556bb61-d51b-49e5-a1ce-36c154f4dbab/page/b7e83f61-fb13-43c4-bee7-5ab95fb957f1,1,in battle with an arrow the arrow was found among,"said, The arrow of the Lord's deliverance, and the arrow",1834-05-01
8364,55758,0.72621,Acts 3:19,New Testament,291,663.0,270,https://wilfordwoodruffpapers.org/documents/28d1f663-cbcb-47a4-9b1c-a2fb81a52ba5/page/43eb1714-bfe3-4948-9112-4580f6295c28,1,about times of refreshing from the presence of the Lord;,"be blotted out, when the times of refreshing shall come from the presence of the Lord;",
8373,52414,0.72019,Luke 4:19,New Testament,292,663.0,271,https://wilfordwoodruffpapers.org/documents/28d1f663-cbcb-47a4-9b1c-a2fb81a52ba5/page/51e88172-35c8-4fdb-86b7-6096fc0c943c,1,"the acceptable year of the Lord, when he is about",To preach the acceptable year of the Lord.,
9214,94362,0.74898,Doctrine and Covenants 127:12,Doctrine and Covenants,330,663.0,238,https://wilfordwoodruffpapers.org/documents/35cb101b-29f0-4c9d-9a9f-5d69baf07e42/page/7acf5916-dfa3-4ff3-9333-d27cb37c37af,1,the Church of Jesus Christ of Latter Day Saints he,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",1840-12-18|1840-12-19|1840-12-20
9214,94551,0.75204,Doctrine and Covenants 128:21,Doctrine and Covenants,330,663.0,238,https://wilfordwoodruffpapers.org/documents/35cb101b-29f0-4c9d-9a9f-5d69baf07e42/page/7acf5916-dfa3-4ff3-9333-d27cb37c37af,1,the Church of Jesus Christ of Latter Day Saints he,tribulations of this Church of Jesus Christ of Latter-day Saints!,1840-12-18|1840-12-19|1840-12-20
9685,87240,0.75455,Doctrine and Covenants 20:27,Doctrine and Covenants,346,665.0,55,https://wilfordwoodruffpapers.org/documents/5153d295-b65f-462e-b2e9-2c40ccc395f4/page/ef70beee-a1db-4719-8596-a197987386e3,1,be chosen by the gifts of God and callings of,believe in the gifts and callings of God by the,1835-06-24|1835-06-25|1835-06-26|1835-06-27|1835-06-28
10180,62872,0.76403,Revelation 18:5,New Testament,358,664.0,26,https://wilfordwoodruffpapers.org/documents/c8fb073c-4c9c-40cf-a5d3-bd10c74463b1/page/7c4b5467-2216-48ac-95dd-b42d9f5f3626,1,heaven and God hath remembered her iniquities and she will,"For her sins have reached unto heaven, and God hath remembered her iniquities.",
10205,91100,0.79318,Doctrine and Covenants 88:2,Doctrine and Covenants,359,664.0,27,https://wilfordwoodruffpapers.org/documents/c8fb073c-4c9c-40cf-a5d3-bd10c74463b1/page/c49f51a3-389a-418f-a236-c7e054726ba3,1,"are assending into the ears of the Lord of Sabaoth,","up into the ears of the Lord of Sabaoth, and",
10205,91897,0.85636,Doctrine and Covenants 98:2,Doctrine and Covenants,359,664.0,27,https://wilfordwoodruffpapers.org/documents/c8fb073c-4c9c-40cf-a5d3-bd10c74463b1/page/c49f51a3-389a-418f-a236-c7e054726ba3,1,"are assending into the ears of the Lord of Sabaoth,","into the ears of the Lord of Sabaoth, and are",
10238,36765,0.85471,Isaiah 28:19,Old Testament,360,664.0,28,https://wilfordwoodruffpapers.org/documents/c8fb073c-4c9c-40cf-a5d3-bd10c74463b1/page/f1d3f995-1552-469d-9d97-1644cd7a3b90,1,it shall be a vexation to understand the report of,day and by night: and it shall be a vexation only to understand the report.,1841-02-13
10591,28755,0.73164,Nehemiah 9:12,Old Testament,368,664.0,36,https://wilfordwoodruffpapers.org/documents/c8fb073c-4c9c-40cf-a5d3-bd10c74463b1/page/aad8cf3c-a2b0-4dd9-8495-0b589756c1f8,1,from pillar to pillar and persons could only as yet,"pillar; and in the night by a pillar of fire,",1841-02-28|1841-03-01|1841-03-02|1841-03-03
10994,49765,0.74457,Matthew 12:39,New Testament,376,666.0,24,https://wilfordwoodruffpapers.org/documents/a01dfccc-8bdc-4217-b698-9c1decc9720c/page/12ab915e-1cf9-4841-b6ca-dbd54182bcb7,1,there should no sign be given but the sign of,"sign be given to it, but the sign of the prophet Jonas:",1838-03-26|1838-03-27|1838-03-28|1838-03-29
10994,50017,0.76472,Matthew 16:4,New Testament,376,666.0,24,https://wilfordwoodruffpapers.org/documents/a01dfccc-8bdc-4217-b698-9c1decc9720c/page/12ab915e-1cf9-4841-b6ca-dbd54182bcb7,1,there should no sign be given but the sign of,"there shall no sign be given unto it, but the",1838-03-26|1838-03-27|1838-03-28|1838-03-29
10994,53084,0.84521,Luke 11:29,New Testament,376,666.0,24,https://wilfordwoodruffpapers.org/documents/a01dfccc-8bdc-4217-b698-9c1decc9720c/page/12ab915e-1cf9-4841-b6ca-dbd54182bcb7,1,there should no sign be given but the sign of,"sign; and there shall no sign be given it, but the sign of Jonas the prophet.",1838-03-26|1838-03-27|1838-03-28|1838-03-29
11261,97715,0.71511,Joseph Smith--History 1:64,Pearl of Great Price,381,666.0,29,https://wilfordwoodruffpapers.org/documents/a01dfccc-8bdc-4217-b698-9c1decc9720c/page/cb7259b0-91b5-4d26-89d4-ac324e075083,1,"the City of New York City, New York County, New","""I went to the city of New York, and presented",1838-04-21|1838-04-22|1838-04-23|1838-04-25|1838-04-26
11658,97715,0.71465,Joseph Smith--History 1:64,Pearl of Great Price,389,666.0,37,https://wilfordwoodruffpapers.org/documents/a01dfccc-8bdc-4217-b698-9c1decc9720c/page/6c800ef1-7d22-4b13-8a54-b6c5e59d53e5,1,"that the city of New York City, New York County,","""I went to the city of New York, and presented",
12362,84262,0.70818,Mormon 9:29,Book of Mormon,413,665.0,122,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/74bc321a-590b-42e0-a208-72482ea2f338,1,"ask thee in the name of Jesus Christ thy Son,","in the name of Jesus Christ, the Son of the",
12431,55709,0.71183,Acts 2:38,New Testament,415,665.0,124,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/525fe98c-a063-4b3d-9806-ecf59917c8e5,1,in the name of JESUS CHRIST and that the Lord,one of you in the name of Jesus Christ for,
12431,58383,0.72234,1 Corinthians 5:4,New Testament,415,665.0,124,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/525fe98c-a063-4b3d-9806-ecf59917c8e5,1,in the name of JESUS CHRIST and that the Lord,"In the name of our Lord Jesus Christ, when ye",
12431,60377,0.81945,2 Thessalonians 1:12,New Testament,415,665.0,124,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/525fe98c-a063-4b3d-9806-ecf59917c8e5,1,in the name of JESUS CHRIST and that the Lord,That the name of our Lord Jesus Christ may be,
12431,84262,0.75581,Mormon 9:29,Book of Mormon,415,665.0,124,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/525fe98c-a063-4b3d-9806-ecf59917c8e5,1,in the name of JESUS CHRIST and that the Lord,"in the name of Jesus Christ, the Son of the",
12431,91441,0.70691,Doctrine and Covenants 88:133,Doctrine and Covenants,415,665.0,124,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/525fe98c-a063-4b3d-9806-ecf59917c8e5,1,in the name of JESUS CHRIST and that the Lord,"the name of the Lord Jesus Christ, in token or",
12434,37089,0.71194,Isaiah 35:6,Old Testament,415,665.0,124,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/525fe98c-a063-4b3d-9806-ecf59917c8e5,1,the lame to leap as an hart. the deaf to,"Then shall the lame man leap as an hart, and",
12497,27044,0.83528,2 Chronicles 29:20,Old Testament,417,665.0,126,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/d963e011-7a21-4b8e-965a-018c34020d14,1,8. Sunday went up to the house of the Lord,"of the city, and went up to the house of the Lord.",1837-01-07|1837-01-08|1837-01-10|1837-01-11|1837-01-12|1837-01-14|1837-01-15
12511,26975,0.73759,2 Chronicles 28:21,Old Testament,417,665.0,126,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/d963e011-7a21-4b8e-965a-018c34020d14,1,the house of the Lord with the quorum of the,"of the Lord, and out of the house of the",1837-01-07|1837-01-08|1837-01-10|1837-01-11|1837-01-12|1837-01-14|1837-01-15
12641,40279,0.7062,Jeremiah 28:5,Old Testament,421,665.0,130,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/3889d372-d6c8-4763-abb4-61dc44c91897,1,house of the Lord and stood in the midst of,"all the people that stood in the house of the Lord,",1837-02-19|1837-02-26|1837-03-01|1837-03-04|1837-03-05|1837-03-22|1837-03-24
12655,96680,0.71123,Abraham 1:17,Pearl of Great Price,421,665.0,130,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/3889d372-d6c8-4763-abb4-61dc44c91897,1,in the power of God and spirit of God March,"of Libnah, and the god of Mahmackrah, and the god",1837-02-19|1837-02-26|1837-03-01|1837-03-04|1837-03-05|1837-03-22|1837-03-24
12719,20634,0.70791,1 Kings 9:1,Old Testament,423,665.0,132,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/dc005b65-646e-4a12-b384-75b6984ca459,1,Dollars for the building of the house of the Lord,"building of the house of the Lord, and the king's",1837-03-26|1837-03-27|1837-04-02
12828,55709,0.70521,Acts 2:38,New Testament,426,665.0,135,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/010406b8-4bb1-450e-9cb3-979b267ef04f,1,in the name of Jesus Christ Much of the power,one of you in the name of Jesus Christ for,
12828,84262,0.74457,Mormon 9:29,Book of Mormon,426,665.0,135,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/010406b8-4bb1-450e-9cb3-979b267ef04f,1,in the name of Jesus Christ Much of the power,"in the name of Jesus Christ, the Son of the",
12829,96680,0.70101,Abraham 1:17,Pearl of Great Price,426,665.0,135,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/010406b8-4bb1-450e-9cb3-979b267ef04f,1,of God and spirit of God and a sens of,"of Libnah, and the god of Mahmackrah, and the god",
12912,62728,0.76124,Revelation 14:10,New Testament,428,665.0,137,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/13c82633-d6d9-49d1-8f5e-2f622d781239,1,in the presence of God and the Lamb and holy,"fire and brimstone in the presence of the holy angels, and in the presence of the Lamb:",
12919,32761,0.7198,Psalms 89:52,Old Testament,429,665.0,138,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/e90fc4f1-dacd-4db0-96a2-647c9b2d46d7,1,the LAMB. Amen. Amen. and Amen. This was repeated as,"Blessed be the Lord for evermore. Amen, and Amen.",
12928,45286,0.74119,Ezekiel 44:5,Old Testament,429,665.0,138,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/e90fc4f1-dacd-4db0-96a2-647c9b2d46d7,1,and power of the ordinances of the Lord and his,"ordinances of the house of the Lord, and all the",
12980,89793,0.74545,Doctrine and Covenants 64:21,Doctrine and Covenants,430,665.0,139,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/97ea94f4-ae38-46e6-928f-ca975f8a5df7,1,city of Kirtland (which is the strong hold of the,"a strong hold in the land of Kirtland, for the",
13025,58824,0.87921,1 Corinthians 14:40,New Testament,432,665.0,141,https://wilfordwoodruffpapers.org/documents/4612917e-0ea0-462d-b25f-4addfa5436a4/page/28c862a5-a782-42e7-b4f7-077eb1bc1a4d,1,all things was done decently and in order and the,Let all things be done decently and in order.,
