index_woodruff,index_scriptures,cosine_score,verse_title,volume_title,internal_id,parent_id,order,website_url,match_count,text_woodruff,text_scriptures,dates
100059,28082,0.74202,Ezra 8:29,Old Testament,4316,670.0,241,https://wilfordwoodruffpapers.org/documents/1bd78987-7308-4803-a317-45427ba3536b/page/02a0e7e7-c919-4db8-9efd-cb2a49db027c,1,the chief his name is Chief Totsigauah the Chief of,"the chief of the priests and the Levites, and chief",1857-08-29|1857-08-30|1857-08-31|1857-09-01|1857-09-02|1857-09-03|1857-09-04
100059,29004,0.73789,Nehemiah 12:24,Old Testament,4316,670.0,241,https://wilfordwoodruffpapers.org/documents/1bd78987-7308-4803-a317-45427ba3536b/page/02a0e7e7-c919-4db8-9efd-cb2a49db027c,1,the chief his name is Chief Totsigauah the Chief of,"And the chief of the Levites: Hashabiah, Sherebiah, and Jeshua",1857-08-29|1857-08-30|1857-08-31|1857-09-01|1857-09-02|1857-09-03|1857-09-04
101311,30896,0.70076,Psalms 2:1,Old Testament,4338,670.0,283,https://wilfordwoodruffpapers.org/documents/b9e85fb9-5063-4abc-9900-c36ab7f011ef/page/b1f1bc55-80d7-4ee4-b073-a4955e55872f,1,"""The Heathen rage and the people imagin vain things they","Why do the heathen rage, and the people imagine a vain thing?",
101311,55818,0.77384,Acts 4:25,New Testament,4338,670.0,283,https://wilfordwoodruffpapers.org/documents/b9e85fb9-5063-4abc-9900-c36ab7f011ef/page/b1f1bc55-80d7-4ee4-b073-a4955e55872f,1,"""The Heathen rage and the people imagin vain things they","Why did the heathen rage, and the people imagine vain things?",
101312,47836,0.82013,Micah 4:11,Old Testament,4338,670.0,283,https://wilfordwoodruffpapers.org/documents/b9e85fb9-5063-4abc-9900-c36ab7f011ef/page/b1f1bc55-80d7-4ee4-b073-a4955e55872f,1,say let our Eye look upon Zion and let her,"Let her be defiled, and let our eye look upon Zion.",
101324,87215,0.77921,Doctrine and Covenants 20:16,Doctrine and Covenants,4338,670.0,283,https://wilfordwoodruffpapers.org/documents/b9e85fb9-5063-4abc-9900-c36ab7f011ef/page/b1f1bc55-80d7-4ee4-b073-a4955e55872f,1,to pass for the Lord God has spoken it. Then,"For the Lord God has spoken it; and we, the",
101347,92261,0.86992,Doctrine and Covenants 101:90,Doctrine and Covenants,4338,670.0,283,https://wilfordwoodruffpapers.org/documents/b9e85fb9-5063-4abc-9900-c36ab7f011ef/page/b1f1bc55-80d7-4ee4-b073-a4955e55872f,1,unjust stewards and appoint them their portion with hypocrites and,"unjust stewards, and appoint them their portion among hypocrites, and unbelievers;",
102094,97732,0.74716,Joseph Smith--History 1:65,Pearl of Great Price,4351,670.0,296,https://wilfordwoodruffpapers.org/documents/b9e85fb9-5063-4abc-9900-c36ab7f011ef/page/02fc50d6-251d-41e8-8245-178f7da6cc63,1,money. I took it out of my pocket and gave,I accordingly took it out of my pocket and gave,1858-02-26|1858-02-27
103191,51488,0.70605,Mark 9:7,New Testament,4370,670.0,315,https://wilfordwoodruffpapers.org/documents/36509a8a-176b-4658-bdd9-525e91b73467/page/60708398-65dd-4dc8-bdfb-6d92ec843ed0,1,unorganized U.S. Territory they were overshadowed by a cloud and,And there was a cloud that overshadowed them: and a,1858-06-23|1858-06-24
103558,1263,0.71377,Genesis 24:49,Old Testament,4377,670.0,322,https://wilfordwoodruffpapers.org/documents/b240fa9e-1f42-45e5-bb9d-e752dfb541d7/page/a9d9162f-6745-4a20-93df-2926aba25854,1,him I should not turn to the right or left,"I may turn to the right hand, or to the left.",1858-08-15
103596,96520,0.735,Moses 7:63,Pearl of Great Price,4377,670.0,322,https://wilfordwoodruffpapers.org/documents/b240fa9e-1f42-45e5-bb9d-e752dfb541d7/page/a9d9162f-6745-4a20-93df-2926aba25854,1,our necks and we upon his and we shall kiss,"we will fall upon their necks, and they shall fall upon our necks, and we will kiss each other;",1858-08-15
105990,12696,0.73895,Deuteronomy 34:5,Old Testament,4422,670.0,367,https://wilfordwoodruffpapers.org/documents/afce8e5d-887d-4142-a0cb-e4796ad6fbd8/page/9c23ea1d-3b55-4854-8c9c-c35b5712b39c,1,upon Joseph land and the the word of the Lord,"the land of Moab, according to the word of the Lord.",1859-01-12|1859-01-13|1859-01-14|1859-01-15|1859-01-16
106488,67476,0.71052,2 Nephi 28:26,Book of Mormon,4431,670.0,376,https://wilfordwoodruffpapers.org/documents/afce8e5d-887d-4142-a0cb-e4796ad6fbd8/page/72bf0f5e-c06f-4ada-9818-527d6f28c979,1,the Holy Ghost and the power of God while at,"of men, and denieth the power of God, and the gift of the Holy Ghost!",
106488,67761,0.78087,2 Nephi 33:1,Book of Mormon,4431,670.0,376,https://wilfordwoodruffpapers.org/documents/afce8e5d-887d-4142-a0cb-e4796ad6fbd8/page/72bf0f5e-c06f-4ada-9818-527d6f28c979,1,the Holy Ghost and the power of God while at,the power of the Holy Ghost the power of the,
106488,85828,0.73867,Moroni 6:9,Book of Mormon,4431,670.0,376,https://wilfordwoodruffpapers.org/documents/afce8e5d-887d-4142-a0cb-e4796ad6fbd8/page/72bf0f5e-c06f-4ada-9818-527d6f28c979,1,the Holy Ghost and the power of God while at,power of the Holy Ghost; for as the power of,
106488,87076,0.71738,Doctrine and Covenants 18:32,Doctrine and Covenants,4431,670.0,376,https://wilfordwoodruffpapers.org/documents/afce8e5d-887d-4142-a0cb-e4796ad6fbd8/page/72bf0f5e-c06f-4ada-9818-527d6f28c979,1,the Holy Ghost and the power of God while at,to the power of the Holy Ghost which is in,
106692,50152,0.77317,Matthew 18:19,New Testament,4434,670.0,379,https://wilfordwoodruffpapers.org/documents/afce8e5d-887d-4142-a0cb-e4796ad6fbd8/page/fdce7e15-553f-4c5d-9983-898e24f128e8,1,agree as touching any thing it shall be given you,shall agree on earth as touching any thing that they,
106975,55709,0.76579,Acts 2:38,New Testament,4439,670.0,384,https://wilfordwoodruffpapers.org/documents/72c9db9a-7d01-46de-8aa8-fe287f0a79ff/page/282e633b-5d1b-4748-aa94-31a31ff11d65,1,Name of Jesus Christ if you will be one with,one of you in the name of Jesus Christ for,
107024,84262,0.70678,Mormon 9:29,Book of Mormon,4440,670.0,385,https://wilfordwoodruffpapers.org/documents/72c9db9a-7d01-46de-8aa8-fe287f0a79ff/page/9480446d-e0ad-452c-860c-96aff2d043fb,1,of my heart in the Name of Jesus Christ and,"in the name of Jesus Christ, the Son of the",1859-02-24|1859-02-25
107299,63364,0.71597,1 Nephi 4:1,Book of Mormon,4444,670.0,389,https://wilfordwoodruffpapers.org/documents/72c9db9a-7d01-46de-8aa8-fe287f0a79ff/page/42905c3d-70a6-47cc-a982-30e110a330ed,1,were faithful in keeping the commandments of God would have,let us be faithful in keeping the commandments of the,1859-03-11
107299,72551,0.72327,Alma 8:15,Book of Mormon,4444,670.0,389,https://wilfordwoodruffpapers.org/documents/72c9db9a-7d01-46de-8aa8-fe287f0a79ff/page/42905c3d-70a6-47cc-a982-30e110a330ed,1,were faithful in keeping the commandments of God would have,hast been faithful in keeping the commandments of God from,1859-03-11
107299,77213,0.85013,Alma 48:15,Book of Mormon,4444,670.0,389,https://wilfordwoodruffpapers.org/documents/72c9db9a-7d01-46de-8aa8-fe287f0a79ff/page/42905c3d-70a6-47cc-a982-30e110a330ed,1,were faithful in keeping the commandments of God would have,if they were faithful in keeping the commandments of God,1859-03-11
107299,77444,0.77662,Alma 50:22,Book of Mormon,4444,670.0,389,https://wilfordwoodruffpapers.org/documents/72c9db9a-7d01-46de-8aa8-fe287f0a79ff/page/42905c3d-70a6-47cc-a982-30e110a330ed,1,were faithful in keeping the commandments of God would have,And those who were faithful in keeping the commandments of,1859-03-11
107939,94362,0.71925,Doctrine and Covenants 127:12,Doctrine and Covenants,4455,670.0,400,https://wilfordwoodruffpapers.org/documents/72c9db9a-7d01-46de-8aa8-fe287f0a79ff/page/2e46056e-8539-4019-9ee8-07d39d73765d,1,Church of Jesus Christ of Latter day Saints Met at,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",1859-04-04|1859-04-05|1859-04-06|1859-04-07|1859-04-08
107939,94551,0.73147,Doctrine and Covenants 128:21,Doctrine and Covenants,4455,670.0,400,https://wilfordwoodruffpapers.org/documents/72c9db9a-7d01-46de-8aa8-fe287f0a79ff/page/2e46056e-8539-4019-9ee8-07d39d73765d,1,Church of Jesus Christ of Latter day Saints Met at,tribulations of this Church of Jesus Christ of Latter-day Saints!,1859-04-04|1859-04-05|1859-04-06|1859-04-07|1859-04-08
108715,172,0.73221,Genesis 3:24,Old Testament,4468,670.0,413,https://wilfordwoodruffpapers.org/documents/f80c7aca-fbb4-40d4-99cc-d4a82663acf8/page/80b728e3-2772-40c1-865e-617df04562cf,1,as the Garden of Eden was there and W Woodruff,"the east of the garden of Eden Cherubims, and a",1859-06-10|1859-06-11|1859-06-12|1859-06-13
108715,95919,0.73221,Moses 4:31,Pearl of Great Price,4468,670.0,413,https://wilfordwoodruffpapers.org/documents/f80c7aca-fbb4-40d4-99cc-d4a82663acf8/page/80b728e3-2772-40c1-865e-617df04562cf,1,as the Garden of Eden was there and W Woodruff,"the east of the Garden of Eden, cherubim and a",1859-06-10|1859-06-11|1859-06-12|1859-06-13
109300,61199,0.76011,Hebrews 11:1,New Testament,4478,670.0,423,https://wilfordwoodruffpapers.org/documents/3a1e8301-0fa0-477d-8d97-6793d1d92993/page/f3e8234a-afc9-4b79-83b9-d51a3696b0aa,1,and the evidence of things ^not seen^hoped for. G. What,"Now faith is the substance of things hoped for, the evidence of things not seen.",
110411,30992,0.89448,Psalms 8:4,Old Testament,4497,670.0,442,https://wilfordwoodruffpapers.org/documents/fe381c76-d166-4e58-9ae2-defa1aefebc2/page/64dcea83-a369-4ef1-a44d-abd31204199f,1,"""What is man that thou art mindful of him"" it","What is man, that thou art mindful of him? and the son of man, that thou visitest him?",1859-10-07|1859-10-08|1859-10-09|1859-10-10|1859-10-11|1859-10-12|1859-10-13|1859-10-14
110411,60868,0.81931,Hebrews 2:6,New Testament,4497,670.0,442,https://wilfordwoodruffpapers.org/documents/fe381c76-d166-4e58-9ae2-defa1aefebc2/page/64dcea83-a369-4ef1-a44d-abd31204199f,1,"""What is man that thou art mindful of him"" it","man, that thou art mindful of him? or the son of man, that thou visitest him?",1859-10-07|1859-10-08|1859-10-09|1859-10-10|1859-10-11|1859-10-12|1859-10-13|1859-10-14
111151,9785,0.70254,Numbers 27:23,Old Testament,4513,670.0,162,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/cbd2e62d-ff9b-467b-b123-8ae63870e9ea,1,ward. They laid hands upon him and ordained him. The,"And he laid his hands upon him, and gave him",1856-10-19|1856-10-20
111420,88927,0.78654,Doctrine and Covenants 50:31,Doctrine and Covenants,4517,670.0,166,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/fd0d7b8e-90b9-46c2-88e3-27a16c171115,1,spirit of God then you will know all that is,"you that spirit, then you may know that it is not of God.",1856-10-28|1856-10-29|1856-10-30|1856-10-31
111679,55709,0.70347,Acts 2:38,New Testament,4521,670.0,170,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/2eb29719-0136-4300-96a5-a1a7b8cb8d72,1,the people in the name of [] Jesus Christ if,one of you in the name of Jesus Christ for,1856-11-11|1856-11-12|1856-11-13
111679,55788,0.73085,Acts 4:10,New Testament,4521,670.0,170,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/2eb29719-0136-4300-96a5-a1a7b8cb8d72,1,the people in the name of [] Jesus Christ if,"people of Israel, that by the name of Jesus Christ",1856-11-11|1856-11-12|1856-11-13
111679,84262,0.74693,Mormon 9:29,Book of Mormon,4521,670.0,170,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/2eb29719-0136-4300-96a5-a1a7b8cb8d72,1,the people in the name of [] Jesus Christ if,"in the name of Jesus Christ, the Son of the",1856-11-11|1856-11-12|1856-11-13
111681,51121,0.73551,Mark 4:12,New Testament,4521,670.0,170,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/2eb29719-0136-4300-96a5-a1a7b8cb8d72,1,hour all their sins should be forgiven them and not,"they should be converted, and their sins should be forgiven them.",1856-11-11|1856-11-12|1856-11-13
111910,9785,0.78354,Numbers 27:23,Old Testament,4524,670.0,173,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/4b76fec3-7e96-471f-aa4a-0946730b4cea,1,I laid hands upon him and Prayed for him and,"And he laid his hands upon him, and gave him",1856-11-24|1856-11-25|1856-11-26|1856-11-27|1856-11-28|1856-11-29
111910,51952,0.70877,Mark 14:46,New Testament,4524,670.0,173,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/4b76fec3-7e96-471f-aa4a-0946730b4cea,1,I laid hands upon him and Prayed for him and,"And they laid their hands on him, and took him.",1856-11-24|1856-11-25|1856-11-26|1856-11-27|1856-11-28|1856-11-29
112268,80385,0.82869,Helaman 12:4,Book of Mormon,4529,670.0,178,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/519999f8-571b-4d4e-a565-ef5dd54e6506,1,their hearts set upon the things of the world we,and to set their hearts upon the vain things of the world!,
112316,60218,0.71387,1 Thessalonians 1:5,New Testament,4529,670.0,178,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/519999f8-571b-4d4e-a565-ef5dd54e6506,1,in the spirit and power of the Holy Ghost. Now,"but also in power, and in the Holy Ghost, and",
112316,67761,0.77082,2 Nephi 33:1,Book of Mormon,4529,670.0,178,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/519999f8-571b-4d4e-a565-ef5dd54e6506,1,in the spirit and power of the Holy Ghost. Now,the power of the Holy Ghost the power of the,
112316,85828,0.72916,Moroni 6:9,Book of Mormon,4529,670.0,178,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/519999f8-571b-4d4e-a565-ef5dd54e6506,1,in the spirit and power of the Holy Ghost. Now,power of the Holy Ghost; for as the power of,
112316,87076,0.74019,Doctrine and Covenants 18:32,Doctrine and Covenants,4529,670.0,178,https://wilfordwoodruffpapers.org/documents/af08e9c9-cdf7-4b69-a0a8-51f156aeab66/page/519999f8-571b-4d4e-a565-ef5dd54e6506,1,in the spirit and power of the Holy Ghost. Now,to the power of the Holy Ghost which is in,
112930,61654,0.71956,1 Peter 3:15,New Testament,5163,3249.0,170,https://wilfordwoodruffpapers.org/documents/565cdb10-e022-4a98-ae33-aa3f49d440db/page/f5da6eab-03ef-4bf0-824a-3e03a3f38b59,1,But sanctify the Lord in our Hearts then we shall,But sanctify the Lord God in your hearts: and be,1861-12-24
112967,11759,0.70843,Deuteronomy 21:5,Old Testament,5164,3249.0,171,https://wilfordwoodruffpapers.org/documents/565cdb10-e022-4a98-ae33-aa3f49d440db/page/6e855ff6-6d80-4db9-876f-15b20506eec7,1,unto God. I feel to bless you in the name,"unto him, and to bless in the name of the",1861-12-24|1861-12-25|1861-12-26|1861-12-27|1861-12-28|1861-12-29|1861-12-30|1861-12-31
113078,42737,0.73379,Ezekiel 7:21,Old Testament,5166,3249.0,173,https://wilfordwoodruffpapers.org/documents/565cdb10-e022-4a98-ae33-aa3f49d440db/page/37b54954-5a4f-4266-819a-7218a4e8f04e,1,and corrupt and give it into the Hands of the,And I will give it into the hands of the,1861-12-31
113212,96680,0.70053,Abraham 1:17,Pearl of Great Price,5171,3249.0,178,https://wilfordwoodruffpapers.org/documents/565cdb10-e022-4a98-ae33-aa3f49d440db/page/cbf4236d-6dfd-4819-acee-0910c49cd965,1,spirit of God and power of God He said the,"of Libnah, and the god of Mahmackrah, and the god",1862-01-06
114342,36808,0.7093,Isaiah 29:10,Old Testament,5195,3249.0,122,https://wilfordwoodruffpapers.org/documents/35449c3c-8f2d-4cef-96c8-32977ce80168/page/2966ec35-9463-47b5-b45d-b53bdb17582d,1,spirit of the Lord was poured out upon us in,For the Lord hath poured out upon you the spirit,1861-02-13|1861-02-14|1861-02-15|1861-02-16
114342,70543,0.75474,Mosiah 18:13,Book of Mormon,5195,3249.0,122,https://wilfordwoodruffpapers.org/documents/35449c3c-8f2d-4cef-96c8-32977ce80168/page/2966ec35-9463-47b5-b45d-b53bdb17582d,1,spirit of the Lord was poured out upon us in,and may the Spirit of the Lord be poured out,1861-02-13|1861-02-14|1861-02-15|1861-02-16
114702,93483,0.71543,Doctrine and Covenants 115:3,Doctrine and Covenants,5202,3249.0,129,https://wilfordwoodruffpapers.org/documents/35449c3c-8f2d-4cef-96c8-32977ce80168/page/51ebfde5-017e-45c4-a691-2e1b9db7d535,1,of the Church of Jesus Christ of Latter Day Saints,"of my Church of Jesus Christ of Latter-day Saints, scattered abroad in all the world;",1861-04-01|1861-04-02|1861-04-03|1861-04-04|1861-04-05|1861-04-06|1861-04-07
114702,94362,0.78435,Doctrine and Covenants 127:12,Doctrine and Covenants,5202,3249.0,129,https://wilfordwoodruffpapers.org/documents/35449c3c-8f2d-4cef-96c8-32977ce80168/page/51ebfde5-017e-45c4-a691-2e1b9db7d535,1,of the Church of Jesus Christ of Latter Day Saints,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",1861-04-01|1861-04-02|1861-04-03|1861-04-04|1861-04-05|1861-04-06|1861-04-07
114702,94551,0.78828,Doctrine and Covenants 128:21,Doctrine and Covenants,5202,3249.0,129,https://wilfordwoodruffpapers.org/documents/35449c3c-8f2d-4cef-96c8-32977ce80168/page/51ebfde5-017e-45c4-a691-2e1b9db7d535,1,of the Church of Jesus Christ of Latter Day Saints,tribulations of this Church of Jesus Christ of Latter-day Saints!,1861-04-01|1861-04-02|1861-04-03|1861-04-04|1861-04-05|1861-04-06|1861-04-07
114994,59977,0.71153,Philippians 2:27,New Testament,5208,3249.0,135,https://wilfordwoodruffpapers.org/documents/35449c3c-8f2d-4cef-96c8-32977ce80168/page/d23d90e5-a8cd-4da5-9d1e-21e0b0647d79,1,who had been sick nigh unto death but He was,For indeed he was sick nigh unto death: but God,1861-04-27|1861-04-28
115267,84262,0.72183,Mormon 9:29,Book of Mormon,5213,3249.0,140,https://wilfordwoodruffpapers.org/documents/35449c3c-8f2d-4cef-96c8-32977ce80168/page/ca317795-cef2-4460-b9e9-d31793cc4ab7,1,in the name of Jesus Christ and the curse of,"in the name of Jesus Christ, the Son of the",1861-05-20|1861-05-21|1861-05-22|1861-05-23
115426,27942,0.7177,Ezra 6:17,Old Testament,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,the prayer offered up in the dedication of the House,And offered at the dedication of this house of God,1861-01-01
115428,55709,0.76151,Acts 2:38,New Testament,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,in the name of Jesus Christ for the purpose of,one of you in the name of Jesus Christ for,1861-01-01
115428,84262,0.73748,Mormon 9:29,Book of Mormon,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,in the name of Jesus Christ for the purpose of,"in the name of Jesus Christ, the Son of the",1861-01-01
115458,96463,0.70221,Moses 7:50,Pearl of Great Price,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,Holy unto the Lord and we ask thee O God,"unto the Lord, saying: I ask thee, O Lord, in",1861-01-01
115464,63829,0.72618,1 Nephi 10:17,Book of Mormon,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,of God and the Gift of the Holy Ghost that they may,"Holy Ghost, which is the gift of God unto all",1861-01-01
115464,64164,0.73564,1 Nephi 13:37,Book of Mormon,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,of God and the Gift of the Holy Ghost that they may,gift and the power of the Holy Ghost; and if,1861-01-01
115464,67476,0.79754,2 Nephi 28:26,Book of Mormon,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,of God and the Gift of the Holy Ghost that they may,"of men, and denieth the power of God, and the gift of the Holy Ghost!",1861-01-01
115464,72683,0.73123,Alma 9:21,Book of Mormon,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,of God and the Gift of the Holy Ghost that they may,"the gift of the Holy Ghost, and the gift of translation;",1861-01-01
115464,89991,0.73027,Doctrine and Covenants 68:25,Doctrine and Covenants,5220,3249.0,107,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/c004f515-78a6-4989-b06b-25882cd40908,1,of God and the Gift of the Holy Ghost that they may,and the gift of the Holy Ghost by the laying,1861-01-01
115471,85785,0.81596,Moroni 4:3,Book of Mormon,5221,3249.0,108,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/6aae7f5a-7f35-4647-b68d-c224de4abc30,1,of this House. We ask thee O God the Eternal,"O God, the Eternal Father, we ask thee in the",1861-01-01
115471,85795,0.81596,Moroni 5:2,Book of Mormon,5221,3249.0,108,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/6aae7f5a-7f35-4647-b68d-c224de4abc30,1,of this House. We ask thee O God the Eternal,"O God, the Eternal Father, we ask thee, in the",1861-01-01
115471,87346,0.81596,Doctrine and Covenants 20:77,Doctrine and Covenants,5221,3249.0,108,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/6aae7f5a-7f35-4647-b68d-c224de4abc30,1,of this House. We ask thee O God the Eternal,"O God, the Eternal Father, we ask thee in the",1861-01-01
115471,87356,0.81596,Doctrine and Covenants 20:79,Doctrine and Covenants,5221,3249.0,108,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/6aae7f5a-7f35-4647-b68d-c224de4abc30,1,of this House. We ask thee O God the Eternal,"O God, the Eternal Father, we ask thee in the",1861-01-01
115577,48557,0.72788,Zechariah 5:6,Old Testament,5223,3249.0,110,https://wilfordwoodruffpapers.org/documents/2d30340b-24cf-4526-bc62-17e0e7c736be/page/4fb7d504-a689-412c-871d-8958c9c11799,1,"to what I and others had said, he said we","And I said, What is it? And he said, This",1861-01-01|1861-01-02|1861-01-03|1861-01-04|1861-01-05
116493,94362,0.71178,Doctrine and Covenants 127:12,Doctrine and Covenants,5241,3249.0,88,https://wilfordwoodruffpapers.org/documents/168ba137-571f-423d-8a7e-b600b33e921d/page/4e241b8c-8525-492a-bfe9-71d814052360,1,Church of Jesus Christ of Latter Day Saints met this,"Lord, prophet and seer of The Church of Jesus Christ of Latter-day Saints.",1860-10-01|1860-10-02|1860-10-03|1860-10-04|1860-10-05|1860-10-06
116493,94551,0.77807,Doctrine and Covenants 128:21,Doctrine and Covenants,5241,3249.0,88,https://wilfordwoodruffpapers.org/documents/168ba137-571f-423d-8a7e-b600b33e921d/page/4e241b8c-8525-492a-bfe9-71d814052360,1,Church of Jesus Christ of Latter Day Saints met this,tribulations of this Church of Jesus Christ of Latter-day Saints!,1860-10-01|1860-10-02|1860-10-03|1860-10-04|1860-10-05|1860-10-06
116706,13494,0.81853,Joshua 12:8,Old Testament,5245,3249.0,92,https://wilfordwoodruffpapers.org/documents/168ba137-571f-423d-8a7e-b600b33e921d/page/c7b306b1-4825-47aa-b83a-b5352404ecd5,1,in the great valleys of the mountains. I spent the,"In the mountains, and in the valleys, and in the",1860-11-01|1860-11-03|1860-11-04|1860-11-05
117133,92862,0.73084,Doctrine and Covenants 107:20,Doctrine and Covenants,5254,3249.0,61,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/e2b48a6a-64d8-4c0f-9e8f-ab9be8192650,1,priesthood keys of the ministering of angels will Angels administer,"is to hold the keys of the ministering of angels,",1860-07-28
117179,26975,0.70244,2 Chronicles 28:21,Old Testament,5255,3249.0,62,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/3db61a46-28e5-4fe8-92b8-79e20b586e1c,1,of the ordinances of the House of the Lord. He,"of the Lord, and out of the house of the",1860-07-28
117179,45286,0.8923,Ezekiel 44:5,Old Testament,5255,3249.0,62,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/3db61a46-28e5-4fe8-92b8-79e20b586e1c,1,of the ordinances of the House of the Lord. He,"ordinances of the house of the Lord, and all the",1860-07-28
117820,81591,0.73271,3 Nephi 8:1,Book of Mormon,5268,3249.0,75,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/6101b6d8-a5fa-4e9a-8f37-3dc55c3c619e,1,there was any one who could not go I do,Jesus; and there was not any man who could do,1860-09-06|1860-09-07|1860-09-08|1860-09-09
117921,35778,0.75143,Isaiah 5:5,Old Testament,5270,3249.0,77,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/86b38ea7-0bde-44be-94a6-7718410bb7be,1,I now will tell you what I want. We have,And now go to; I will tell you what I,1860-09-09|1860-09-10|1860-09-11|1860-09-12|1860-09-13
117921,66506,0.75143,2 Nephi 15:5,Book of Mormon,5270,3249.0,77,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/86b38ea7-0bde-44be-94a6-7718410bb7be,1,I now will tell you what I want. We have,And now go to; I will tell you what I,1860-09-09|1860-09-10|1860-09-11|1860-09-12|1860-09-13
117999,83849,0.71188,Mormon 5:14,Book of Mormon,5272,3249.0,79,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/92633a29-8287-43c9-9dcc-0552b85c7be8,1,the cost it is this Jesus Christ the Son of,"be persuaded that Jesus is the Christ, the Son of",1860-09-13
118007,15217,0.74101,Judges 13:9,Old Testament,5272,3249.0,79,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/92633a29-8287-43c9-9dcc-0552b85c7be8,1,"voice was like the voice of God) ""all I will",And God hearkened to the voice of Manoah; and the,1860-09-13
118007,30692,0.73121,Job 37:4,Old Testament,5272,3249.0,79,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/92633a29-8287-43c9-9dcc-0552b85c7be8,1,"voice was like the voice of God) ""all I will",After it a voice roareth: he thundereth with the voice,1860-09-13
118007,95011,0.71676,Doctrine and Covenants 133:22,Doctrine and Covenants,5272,3249.0,79,https://wilfordwoodruffpapers.org/documents/5af7f715-0d8d-46bf-90a3-32695824477e/page/92633a29-8287-43c9-9dcc-0552b85c7be8,1,"voice was like the voice of God) ""all I will",And it shall be a voice as the voice of,1860-09-13
